,,,,,,,,,
MoleculeName,Shift,Moiety,Multiplicity,RelativeIntegral,Other peaks,Urine,Plasma,Feces,Tissue
Homocarnosine,4.48,CHCOOH,multiplet,0.15,"1.89(m), 2.36(m), 2.92(m), 2.86(dd), 3.17(dd), 3.21(t), 4.48(m), 7.01(s), 7.90(s)",,,,
Homocarnosine,7.01,H5,singlet,1,"1.89(m), 2.36(m), 2.92(m), 2.86(dd), 3.17(dd), 3.21(t), 4.48(m), 7.01(s), 7.90(s)",,,,
Homocarnosine,7.9,H2,singlet,0.5,"1.89(m), 2.36(m), 2.92(m), 2.86(dd), 3.17(dd), 3.21(t), 4.48(m), 7.01(s), 7.90(s)",,,,
Homocysteine,2.14,βCH',multiplet,,"2.14(m), 2.18(m), 2.64(m), 2.69(m), 3.88(dd)",,,,
Homocysteine,2.15,betaCH2(ii),multiplet,0.71,"2.15(m), 2.28(m), 2.67(m), 2.85(t), 3.87(t)",,,,
Homocysteine,2.18,βCH,multiplet,,"2.14(m), 2.18(m), 2.64(m), 2.69(m), 3.88(dd)",,,,
Homocysteine,2.28,betaCH2(I),multiplet,0.1,"2.15(m), 2.28(m), 2.67(m), 2.85(t), 3.87(t)",,,,
Homocysteine,2.64,γCH',multiplet,,"2.14(m), 2.18(m), 2.64(m), 2.69(m), 3.88(dd)",,,,
Homocysteine,2.67,gammaCH2(ii),multiplet,1,"2.15(m), 2.28(m), 2.67(m), 2.85(t), 3.87(t)",,,,
Homocysteine,2.69,γCH,multiplet,,"2.14(m), 2.18(m), 2.64(m), 2.69(m), 3.88(dd)",,,,
Homocysteine,2.85,gammaCH2(I),triplet,0.24,"2.15(m), 2.28(m), 2.67(m), 2.85(t), 3.87(t)",,,,
Homocysteine,3.87,CHNH2,triplet,0.79,"2.15(m), 2.28(m), 2.67(m), 2.85(t), 3.87(t)",,,,
Homocysteine,3.88,αCH,doublet of doublets,,"2.14(m), 2.18(m), 2.64(m), 2.69(m), 3.88(dd)",,,,
Homogentisate,3.47,CH2,singlet,1,,,,,
Homogentisate,6.7,H4,doublet,0.16,,,,,
Homogentisate,6.71,H6,singlet,0.67,,,,,
Homogentisate,6.8,H3,doublet,0.23,,,,,
Homogentisic acid,3.47,,singlet,,"3.47(s), 6.71(m), 6.81(m)",,,,
Homogentisic acid,6.71,,multiplet,,"3.47(s), 6.71(m), 6.81(m)",,,,
Homogentisic acid,6.81,,multiplet,,"3.47(s), 6.71(m), 6.81(m)",,,,
Homoserine,2.03,betaCH2(ii),multiplet,0.41,,,,,
Homoserine,2.03,βCH',multiplet,,,,,,
Homoserine,2.16,betaCH2(I),multiplet,0.36,,,,,
Homoserine,2.16,βCH,multiplet,,,,,,
Homoserine,3.78,γCH2,multiplet,,,,,,
Homoserine,3.79,gammaCH2,multiplet,1,,,,,
Homoserine,3.86,alphaCH2,doublet of doublets,0.44,,,,,
Homoserine,3.86,αCH,doublet of doublets,,,,,,
Hydroxyphenylacetylglycine,3.58,,singlet,,"3.58(s), 3.83(d), 6.88(d), 7.21(d)",,,,
Hydroxyphenylacetylglycine,3.83,,doublet,,"3.58(s), 3.83(d), 6.88(d), 7.21(d)",,,,
Hydroxyphenylacetylglycine,6.88,,doublet,,"3.58(s), 3.83(d), 6.88(d), 7.21(d)",,,,
Hydroxyphenylacetylglycine,7.21,,doublet,,"3.58(s), 3.83(d), 6.88(d), 7.21(d)",,,,
hydroxypropionic acid,2.61,,triplet of doublets,,"2.61(td), 3.81(td)",,,,
hydroxypropionic acid,3.81,,triplet of doublets,,"2.61(td), 3.81(td)",,,,
Hypotaurine,2.66,CH2SO2H,triplet,1,"2.66(t), 3.37(t)",,,,
Hypotaurine,3.37,CH2NH2,triplet,0.7,"2.66(t), 3.37(t)",,,,
hypoxanthine,8.2,2CH,singlet,,"8.20(s), 8.22(s)",,,,
Hypoxanthine,8.20,H8-ring,singlet,,,,,,
hypoxanthine,8.22,8CH,singlet,,"8.20(s), 8.22(s)",,,,
Hypoxanthine,8.22,H2-ring,singlet,,,,,,
IDP,,,,,,,,,
Imidazole-4-acetate,3.56,CH2,singlet,1,,,,,
Imidazole-4-acetate,7.05,H5,singlet,0.35,,,,,
Imidazole-4-acetate,8,H2,singlet,0.43,,,,,
IMP,4.04,H'5'-rib,m,,,,,,
IMP,4.08,H5'-rib,m,,,,,,
IMP,4.39,H4'-rib,c,,,,,,
IMP,4.52,H3'-rib,dd,,,,,,
IMP,4.79,H2'-rib,t,,,,,,
IMP,6.13,H1'-rib,d,,,,,,
IMP,8.21,H8-ring,singlet,,,,,,
IMP,8.54,H2-ring,singlet,,,,,,
Indole,6.61,H3,singlet,0.93,"6.61(s), 7.18(t), 7.27(t), 7.42(s), 7.56(d), 7.72(d)",,,,
Indole,7.18,H5,triplet,0.91,"6.61(s), 7.18(t), 7.27(t), 7.42(s), 7.56(d), 7.72(d)",,,,
Indole,7.27,H6,triplet,0.87,"6.61(s), 7.18(t), 7.27(t), 7.42(s), 7.56(d), 7.72(d)",,,,
Indole,7.42,H2,singlet,1,"6.61(s), 7.18(t), 7.27(t), 7.42(s), 7.56(d), 7.72(d)",,,,
Indole,7.56,H7,doublet,0.88,"6.61(s), 7.18(t), 7.27(t), 7.42(s), 7.56(d), 7.72(d)",,,,
Indole,7.72,H4,doublet,0.85,"6.61(s), 7.18(t), 7.27(t), 7.42(s), 7.56(d), 7.72(d)",,,,
Indole-3-acetaldehyde,3.1,CH2(ii),doublet of doublets,0.36,"3.10(dd), 3.51(d), 7.20(t), 7.28(t), 7.34(s), 7.54(d)",,,,
Indole-3-acetaldehyde,3.51,CH2(I),doublet,0.45,"3.10(dd), 3.51(d), 7.20(t), 7.28(t), 7.34(s), 7.54(d)",,,,
Indole-3-acetaldehyde,7.2,H5,triplet,0.57,"3.10(dd), 3.51(d), 7.20(t), 7.28(t), 7.34(s), 7.54(d)",,,,
Indole-3-acetaldehyde,7.28,H6,triplet,0.54,"3.10(dd), 3.51(d), 7.20(t), 7.28(t), 7.34(s), 7.54(d)",,,,
Indole-3-acetaldehyde,7.34,H2,singlet,1,"3.10(dd), 3.51(d), 7.20(t), 7.28(t), 7.34(s), 7.54(d)",,,,
Indole-3-acetaldehyde,7.54,H7,doublet,0.53,"3.10(dd), 3.51(d), 7.20(t), 7.28(t), 7.34(s), 7.54(d)",,,,
Indole-3-acetaldehyde,,H4,doublet,,,,,,
Indole-3-acetate (IAA),3.66,CH2,singlet,1,"3.66(s), 7.17(t), 7.24(t), 7.50(d), 7.63(d)",,,,
Indole-3-acetate (IAA),7.17,H5,triplet,0.24,"3.66(s), 7.17(t), 7.24(t), 7.50(d), 7.63(d)",,,,
Indole-3-acetate (IAA),7.24,H2 and H6,triplet,0.5,"3.66(s), 7.17(t), 7.24(t), 7.50(d), 7.63(d)",,,,
Indole-3-acetate (IAA),7.5,H7,doublet,0.23,"3.66(s), 7.17(t), 7.24(t), 7.50(d), 7.63(d)",,,,
Indole-3-acetate (IAA),7.63,H4,doublet,0.21,"3.66(s), 7.17(t), 7.24(t), 7.50(d), 7.63(d)",,,,
Indole-3-lactate,3.08,CH2(ii),doublet of doublets,0.32,"3.08(dd), 3.26 (ddd), 4.34(q), 7.17(t), 7.27(t), 7.27(s), 7.51(d), 7.76(d)",,,,
Indole-3-lactate,3.26,CH2(I),doublet,0.36,"3.08(dd), 3.26 (ddd), 4.34(q), 7.17(t), 7.27(t), 7.27(s), 7.51(d), 7.76(d)",,,,
Indole-3-lactate,4.34,CHOH,quartet,0.15,"3.08(dd), 3.26 (ddd), 4.34(q), 7.17(t), 7.27(t), 7.27(s), 7.51(d), 7.76(d)",,,,
Indole-3-lactate,7.17,H5,triplet,0.46,"3.08(dd), 3.26 (ddd), 4.34(q), 7.17(t), 7.27(t), 7.27(s), 7.51(d), 7.76(d)",,,,
Indole-3-lactate,7.27,H2,singlet,1,"3.08(dd), 3.26 (ddd), 4.34(q), 7.17(t), 7.27(t), 7.27(s), 7.51(d), 7.76(d)",,,,
Indole-3-lactate,7.27,H2 and H6,triplet,1,"3.08(dd), 3.26 (ddd), 4.34(q), 7.17(t), 7.27(t), 7.27(s), 7.51(d), 7.76(d)",,,,
Indole-3-lactate,7.51,H7,doublet,0.41,"3.08(dd), 3.26 (ddd), 4.34(q), 7.17(t), 7.27(t), 7.27(s), 7.51(d), 7.76(d)",,,,
Indole-3-lactate,7.76,H4,doublet,0.45,"3.08(dd), 3.26 (ddd), 4.34(q), 7.17(t), 7.27(t), 7.27(s), 7.51(d), 7.76(d)",,,,
Indole-3-pyruvate,4.24,CH2,singlet,1,"4.24(s), 7.18(t), 7.29(t), 7.31(s), 7.53(d), 7.57(d)",,,,
Indole-3-pyruvate,7.18,H5,triplet,0.38,"4.24(s), 7.18(t), 7.29(t), 7.31(s), 7.53(d), 7.57(d)",,,,
Indole-3-pyruvate,7.29,H6,triplet,0.35,"4.24(s), 7.18(t), 7.29(t), 7.31(s), 7.53(d), 7.57(d)",,,,
Indole-3-pyruvate,7.31,H2,singlet,0.59,"4.24(s), 7.18(t), 7.29(t), 7.31(s), 7.53(d), 7.57(d)",,,,
Indole-3-pyruvate,7.53,H7,doublet,0.33,"4.24(s), 7.18(t), 7.29(t), 7.31(s), 7.53(d), 7.57(d)",,,,
Indole-3-pyruvate,7.57,H4,doublet,0.31,"4.24(s), 7.18(t), 7.29(t), 7.31(s), 7.53(d), 7.57(d)",,,,
Indoleacetyl-glycine (IAG),3.73,,singlet,,"3.73(s), 3.82(s), 7.19(t), 7.28(t), 7.35(s), 7.55(d), 7.64(d)",,,,
Indoleacetyl-glycine (IAG),3.82,,singlet,,"3.73(s), 3.82(s), 7.19(t), 7.28(t), 7.35(s), 7.55(d), 7.64(d)",,,,
Indoleacetyl-glycine (IAG),7.19,,triplet,,"3.73(s), 3.82(s), 7.19(t), 7.28(t), 7.35(s), 7.55(d), 7.64(d)",,,,
Indoleacetyl-glycine (IAG),7.28,,triplet,,"3.73(s), 3.82(s), 7.19(t), 7.28(t), 7.35(s), 7.55(d), 7.64(d)",,,,
Indoleacetyl-glycine (IAG),7.35,,singlet,,"3.73(s), 3.82(s), 7.19(t), 7.28(t), 7.35(s), 7.55(d), 7.64(d)",,,,
Indoleacetyl-glycine (IAG),7.55,,doublet,,"3.73(s), 3.82(s), 7.19(t), 7.28(t), 7.35(s), 7.55(d), 7.64(d)",,,,
Indoleacetyl-glycine (IAG),7.64,,doublet,,"3.73(s), 3.82(s), 7.19(t), 7.28(t), 7.35(s), 7.55(d), 7.64(d)",,,,
Indoxyl Sulfate,7.20,H7-ring,triplet,,"7.20(t), 7.27(t), 7.36(s), 7.49(d), 7.72(d)",,,,
Indoxyl Sulfate,7.27,H6-ring,triplet,,"7.20(t), 7.27(t), 7.36(s), 7.49(d), 7.72(d)",,,,
Indoxyl Sulfate,7.36,H2-ring,singlet,,"7.20(t), 7.27(t), 7.36(s), 7.49(d), 7.72(d)",,,,
Indoxyl Sulfate,7.49,H5-ring,doublet,,"7.20(t), 7.27(t), 7.36(s), 7.49(d), 7.72(d)",,,,
Indoxyl Sulfate,7.72,H8-ring,doublet,,"7.20(t), 7.27(t), 7.36(s), 7.49(d), 7.72(d)",,,,
Inosine,3.85,CH2(ii),doublet of doublets,0.23,"3.85(dd), 3.92(dd), 4.28(q), 4.44(t), 6.10(d), 8.24(s), 8.34(s)",,,,
Inosine,3.85,H'5'-rib,doublet of doublets,,,,,,
Inosine,3.92,CH2(I),doublet of doublets,0.26,"3.85(dd), 3.92(dd), 4.28(q), 4.44(t), 6.10(d), 8.24(s), 8.34(s)",,,,
Inosine,3.93,H5'-rib,doublet of doublets,,,,,,
Inosine,4.28,H5',q,0.22,"3.85(dd), 3.92(dd), 4.28(q), 4.44(t), 6.10(d), 8.24(s), 8.34(s)",,,,
Inosine,4.29,H4'-rib,doublet of doublets,,,,,,
Inosine,4.44,H4',triplet,0.18,"3.85(dd), 3.92(dd), 4.28(q), 4.44(t), 6.10(d), 8.24(s), 8.34(s)",,,,
Inosine,4.45,H3'-rib,doublet of doublets,,,,,,
Inosine,4.77,H2'-rib,triplet,,,,,,
Inosine,6.09,H1'-rib,doublet,,,,,,
Inosine,6.1,H2',doublet,0.44,"3.85(dd), 3.92(dd), 4.28(q), 4.44(t), 6.10(d), 8.24(s), 8.34(s)",,,,
Inosine,8.22,H8-ring,singlet,,,,,,
Inosine,8.24,H8,singlet,1,"3.85(dd), 3.92(dd), 4.28(q), 4.44(t), 6.10(d), 8.24(s), 8.34(s)",,,,
Inosine,8.33,H2-ring,singlet,,,,,,
Inosine,8.34,H2,singlet,0.91,"3.85(dd), 3.92(dd), 4.28(q), 4.44(t), 6.10(d), 8.24(s), 8.34(s)",,,,
Isethionate,3.16,,triplet,,"3.16(t), 3.96(t)",,,,
Isethionate,3.96,,triplet,,"3.16(t), 3.96(t)",,,,
isobutyrate,1.07,,doublet,,"1.07(d), 2.39(sept)",,,,
isobutyrate,2.39,,heptet,,"1.07(d), 2.39(sept)",,,,
Isobutyric acid,1.07,CH3,doublet,,"1.07(d), 2.39(sept)",,,,
Isobutyric acid,2.39,CH,sept,,"1.07(d), 2.39(sept)",,,,
Isobutyrylglycine,1.12,,doublet,,"1.12(d), 2.56(m), 3.74(d), 7.89(bs) from Gryff-Keller 2012",,,,
2-hydroxyisocaproate,0.92,,doublet,,"0.92(d), 0.93(d), 1.52(m), 1.74(m), 4.05(dd)",,,,
2-hydroxyisocaproate,0.93,,doublet,,"0.92(d), 0.93(d), 1.52(m), 1.74(m), 4.05(dd)",,,,
2-hydroxyisocaproate,1.52,,multiplet,,"0.92(d), 0.93(d), 1.52(m), 1.74(m), 4.05(dd)",,,,
2-hydroxyisocaproate,1.74,,multiplet,,"0.92(d), 0.93(d), 1.52(m), 1.74(m), 4.05(dd)",,,,
2-hydroxyisocaproate,4.05,,doublet of doublets,,"0.92(d), 0.93(d), 1.52(m), 1.74(m), 4.05(dd)",,,,
2-oxocaproate,0.89,,triplet,,"0.89(t) ,1.32(h), 1.56(q), 2.73(t)",,,,
2-oxocaproate,1.32,,heptet,,"0.89(t) ,1.32(h), 1.56(q), 2.73(t)",,,,
2-oxocaproate,1.56,,quintet,,"0.89(t) ,1.32(h), 1.56(q), 2.73(t)",,,,
2-oxocaproate,2.73,,triplet,,"0.89(t) ,1.32(h), 1.56(q), 2.73(t)",,,,
Isobutyrylglycine,1.21,,doublet,,"1.21(d), 2.48(qq), 4.10(d)",,,,
Isobutyrylglycine,2.48,,quarte of quartets,,"1.21(d), 2.48(qq), 4.10(d)",,,,
Isobutyrylglycine,2.56,,multiplet,,"1.12(d), 2.56(m), 3.74(d), 7.89(bs) from Gryff-Keller 2013",,,,
Isobutyrylglycine,3.74,,doublet,,"1.12(d), 2.56(m), 3.74(d), 7.89(bs) from Gryff-Keller 2014",,,,
Isobutyrylglycine,4.1,,doublet,,"1.21(d), 2.48(qq), 4.10(d)",,,,
Isobutyrylglycine,7.89,NH2,broad singlet,,"1.12(d), 2.56(m), 3.74(d), 7.89(bs) from Gryff-Keller 2015",,,,
isocaproate,0.88,,doublet,,"0.88(d), 1.45(m), 1.49(m), 2.19(t)",1,0,1,
isocaproate,1.45,,multiplet,,"0.88(d), 1.45(m), 1.49(m), 2.19(t)",1,0,1,
isocaproate,1.49,,multiplet,,"0.88(d), 1.45(m), 1.49(m), 2.19(t)",1,0,1,
isocaproate,2.19,,triplet,,"0.88(d), 1.45(m), 1.49(m), 2.19(t)",1,0,1,
isocitrate (TCA),2.49,,doublet of doublets,,"2.49(dd), 2.55(dd), 2.99(m), 4.05(d=s)",,,,
isocitrate (TCA),2.55,,doublet of doublets,,"2.49(dd), 2.55(dd), 2.99(m), 4.05(d=s)",,,,
isocitrate (TCA),2.99,,multiplet,,"2.49(dd), 2.55(dd), 2.99(m), 4.05(d=s)",,,,
isocitrate (TCA),4.05,,doublets=singlet,,"2.49(dd), 2.55(dd), 2.99(m), 4.05(d=s)",,,,
Isocitric acid,2.42,γCH',doublet of doublets,,,,,,
Isocitric acid,2.52,γCH,doublet of doublets,,,,,,
Isocitric acid,2.98,βCH(COOH),triplet of doublets,,,,,,
Isocitric acid,4.00,αCH(OH),d,,,,,,
Isocytosine,5.99,H5,doublet,0.8,,,,,
Isocytosine,7.62,H6,doublet,1,,,,,
Isoleucine,0.94,terminal-CH3,triplet,0.94,"0.94(t), 1.01(d), 1.26(m), 1.48(m), 1.98(m), 3.68(d)",0,1,1,
Isoleucine,0.94,δ'CH3,tripelt,,,,,,
Isoleucine,1.01,betaCH3,doublet,1,"0.94(t), 1.01(d), 1.26(m), 1.48(m), 1.98(m), 3.68(d)",0,1,1,
Isoleucine,1.01,δCH3,doublet,,,,,,
Isoleucine,1.26,gammaCH2(ii),multiplet,0.07,"0.94(t), 1.01(d), 1.26(m), 1.48(m), 1.98(m), 3.68(d)",0,1,1,
Isoleucine,1.27,γCH',multiplet,,,,,,
Isoleucine,1.48,gammaCH2(I),multiplet,0.07,"0.94(t), 1.01(d), 1.26(m), 1.48(m), 1.98(m), 3.68(d)",0,1,1,
Isoleucine,1.48,γCH,multiplet,,,,,,
Isoleucine,1.98,betaCH,multiplet,0.06,"0.94(t), 1.01(d), 1.26(m), 1.48(m), 1.98(m), 3.68(d)",0,1,1,
Isoleucine,1.98,βCH(COOH),multiplet,,,,,,
Isoleucine,3.68,alphaCH,doublet,0.4,"0.94(t), 1.01(d), 1.26(m), 1.48(m), 1.98(m), 3.68(d)",,,,
Isoleucine,8.68,αCH(OH),doublet,,,,,,
Isovalerate,0.92,2xCH3,doublet,1,"0.92(d), 1.94(m), 2.05(d)",,,,
Isovalerate,1.94,CH,multiplet,0.06,"0.92(d), 1.94(m), 2.05(d)",,,,
Isovalerate,2.05,CH2,doublet,0.31,"0.92(d), 1.94(m), 2.05(d)",,,,
isovalerylglycine,0.93,CH3,doublet,,"0.93(d), 2.0(m), 2.16(d), 3.75(d), 7.96(s broad)",,,,
isovalerylglycine,2,CH,multiplet,,"0.93(d), 2.0(m), 2.16(d), 3.75(d), 7.96(s broad)",,,,
isovalerylglycine,2.16,CH2,doublet,,"0.93(d), 2.0(m), 2.16(d), 3.75(d), 7.96(s broad)",,,,
isovalerylglycine,3.75,NH2,doublet,,"0.93(d), 2.0(m), 2.16(d), 3.75(d), 7.96(s broad)",,,,
isovalerylglycine,7.96,,singlet,,"0.93(d), 2.0(m), 2.16(d), 3.75(d), 7.96(s broad)",,,,
ITP,4.06,H'5'-rib,multiplet,,,,,,
ITP,4.10,H5'-rib,multiplet,,,,,,
ITP,4.39,H4'-rib,complex,,,,,,
ITP,4.52,H3'-rib,doublet of doublets,,,,,,
ITP,4.78,H2'-rib,triplet,,,,,,
ITP,6.14,H1'-rib,doublet,,,,,,
ITP,8.23,H8-ring,singlet,,,,,,
ITP,8.53,H2-ring,singlet,,,,,,
Kynurenate,6.91,H3,singlet,0.96,"6.91(s), 7.54(ddd), 7.83(d), 8.18(d)",,,,
Kynurenate,7.54,H6,doublet of doublets od doublets,0.29,"6.91(s), 7.54(ddd), 7.83(d), 8.18(d)",,,,
Kynurenate,7.83,H5 and H7,doublet,1,"6.91(s), 7.54(ddd), 7.83(d), 8.18(d)",,,,
Kynurenate,8.18,H8,doublet,0.41,"6.91(s), 7.54(ddd), 7.83(d), 8.18(d)",,,,
Kynurenine,3.72,CH2,doublet,0.55,"3.72(d), 4.16(t), 6.82(t), 6.89(d), 7.43(t), 7.84(d)",,,,
Kynurenine,3.72,βCH2,doublet,,"3.72(d), 4.16(t), 6.80(t), 6.88(d), 7.42(t), 7.84(d)",,,,
Kynurenine,4.16,CH,triplet,0.19,"3.72(d), 4.16(t), 6.82(t), 6.89(d), 7.43(t), 7.84(d)",,,,
Kynurenine,4.16,αCH,triplet,,"3.72(d), 4.16(t), 6.80(t), 6.88(d), 7.42(t), 7.84(d)",,,,
Kynurenine,6.80,H5-ring,triplet,,"3.72(d), 4.16(t), 6.80(t), 6.88(d), 7.42(t), 7.84(d)",,,,
Kynurenine,6.82,H4,triplet,0.88,"3.72(d), 4.16(t), 6.82(t), 6.89(d), 7.43(t), 7.84(d)",,,,
Kynurenine,6.88,H3-ring,doublet,,"3.72(d), 4.16(t), 6.80(t), 6.88(d), 7.42(t), 7.84(d)",,,,
Kynurenine,6.89,H6,doublet,1,"3.72(d), 4.16(t), 6.82(t), 6.89(d), 7.43(t), 7.84(d)",,,,
Kynurenine,7.42,H4-ring,triplet,,"3.72(d), 4.16(t), 6.80(t), 6.88(d), 7.42(t), 7.84(d)",,,,
Kynurenine,7.43,H5,triplet,0.77,"3.72(d), 4.16(t), 6.82(t), 6.89(d), 7.43(t), 7.84(d)",,,,
Kynurenine,7.84,H3,doublet,,"3.72(d), 4.16(t), 6.82(t), 6.89(d), 7.43(t), 7.84(d)",,,,
Kynurenine,7.84,H6-ring,doublet,,"3.72(d), 4.16(t), 6.80(t), 6.88(d), 7.42(t), 7.84(d)",,,,
Lactate,1.33,CH3,doublet,,"1.33(d), 4.11(q)",1,1,1,
Lactate,4.11,CH,quartet,,"1.33(d), 4.11(q)",1,1,1,
Lactic acid,1.41,βCH3,doublet,,,,,,
Lactic acid,4.37,αCH,quartet,,,,,,
Lactulose,3.6,,multiplet,,"3.6(m), 3.7(m), 3.8(m), 3.93(m), 4.02(d=m), 4.09(dd), 4.13(dd), 4.2(s=broad), 4.25(t), 4.29(d), 4.32(d), 4.44(d), 4.46(d), 4.56(d)",,,,
Lactulose,3.7,,multiplet,,"3.6(m), 3.7(m), 3.8(m), 3.93(m), 4.02(d=m), 4.09(dd), 4.13(dd), 4.2(s=broad), 4.25(t), 4.29(d), 4.32(d), 4.44(d), 4.46(d), 4.56(d)",,,,
Lactulose,3.8,,multiplet,,"3.6(m), 3.7(m), 3.8(m), 3.93(m), 4.02(d=m), 4.09(dd), 4.13(dd), 4.2(s=broad), 4.25(t), 4.29(d), 4.32(d), 4.44(d), 4.46(d), 4.56(d)",,,,
Lactulose,3.93,,multiplet,,"3.6(m), 3.7(m), 3.8(m), 3.93(m), 4.02(d=m), 4.09(dd), 4.13(dd), 4.2(s=broad), 4.25(t), 4.29(d), 4.32(d), 4.44(d), 4.46(d), 4.56(d)",,,,
Lactulose,4.02,,d=multiplet,,"3.6(m), 3.7(m), 3.8(m), 3.93(m), 4.02(d=m), 4.09(dd), 4.13(dd), 4.2(s=broad), 4.25(t), 4.29(d), 4.32(d), 4.44(d), 4.46(d), 4.56(d)",,,,
Lactulose,4.09,,doublet of doublets,,"3.6(m), 3.7(m), 3.8(m), 3.93(m), 4.02(d=m), 4.09(dd), 4.13(dd), 4.2(s=broad), 4.25(t), 4.29(d), 4.32(d), 4.44(d), 4.46(d), 4.56(d)",,,,
Lactulose,4.13,,doublet of doublets,,"3.6(m), 3.7(m), 3.8(m), 3.93(m), 4.02(d=m), 4.09(dd), 4.13(dd), 4.2(s=broad), 4.25(t), 4.29(d), 4.32(d), 4.44(d), 4.46(d), 4.56(d)",,,,
Lactulose,4.2,,s=broad,,"3.6(m), 3.7(m), 3.8(m), 3.93(m), 4.02(d=m), 4.09(dd), 4.13(dd), 4.2(s=broad), 4.25(t), 4.29(d), 4.32(d), 4.44(d), 4.46(d), 4.56(d)",,,,
Lactulose,4.25,,triplet,,"3.6(m), 3.7(m), 3.8(m), 3.93(m), 4.02(d=m), 4.09(dd), 4.13(dd), 4.2(s=broad), 4.25(t), 4.29(d), 4.32(d), 4.44(d), 4.46(d), 4.56(d)",,,,
Lactulose,4.29,,doublet,,"3.6(m), 3.7(m), 3.8(m), 3.93(m), 4.02(d=m), 4.09(dd), 4.13(dd), 4.2(s=broad), 4.25(t), 4.29(d), 4.32(d), 4.44(d), 4.46(d), 4.56(d)",,,,
Lactulose,4.32,,doublet,,"3.6(m), 3.7(m), 3.8(m), 3.93(m), 4.02(d=m), 4.09(dd), 4.13(dd), 4.2(s=broad), 4.25(t), 4.29(d), 4.32(d), 4.44(d), 4.46(d), 4.56(d)",,,,
Lactulose,4.44,,doublet,,"3.6(m), 3.7(m), 3.8(m), 3.93(m), 4.02(d=m), 4.09(dd), 4.13(dd), 4.2(s=broad), 4.25(t), 4.29(d), 4.32(d), 4.44(d), 4.46(d), 4.56(d)",,,,
Lactulose,4.46,,doublet,,"3.6(m), 3.7(m), 3.8(m), 3.93(m), 4.02(d=m), 4.09(dd), 4.13(dd), 4.2(s=broad), 4.25(t), 4.29(d), 4.32(d), 4.44(d), 4.46(d), 4.56(d)",,,,
Lactulose,4.56,,doublet,,"3.6(m), 3.7(m), 3.8(m), 3.93(m), 4.02(d=m), 4.09(dd), 4.13(dd), 4.2(s=broad), 4.25(t), 4.29(d), 4.32(d), 4.44(d), 4.46(d), 4.56(d)",,,,
L-Arabinose,3.51,,dd,,"3.51(dd), 3.68(m), 3.82(dd), 3.90(m), 3.85(m), 4.02(m), 4.52(d), 5.25(d)",,,,
L-Arabinose,3.68,,multiplet,,"3.51(dd), 3.68(m), 3.82(dd), 3.90(m), 3.85(m), 4.02(m), 4.52(d), 5.25(d)",,,,
L-Arabinose,3.82,,doublet of doublets,,"3.51(dd), 3.68(m), 3.82(dd), 3.90(m), 3.85(m), 4.02(m), 4.52(d), 5.25(d)",,,,
L-Arabinose,3.9,,m,,"3.51(dd), 3.68(m), 3.82(dd), 3.90(m), 3.85(m), 4.02(m), 4.52(d), 5.25(d)",,,,
L-Arabinose,3.95,,m,,"3.51(dd), 3.68(m), 3.82(dd), 3.90(m), 3.85(m), 4.02(m), 4.52(d), 5.25(d)",,,,
L-Arabinose,4.02,,m,,"3.51(dd), 3.68(m), 3.82(dd), 3.90(m), 3.85(m), 4.02(m), 4.52(d), 5.25(d)",,,,
L-Arabinose,4.52,,d,,"3.51(dd), 3.68(m), 3.82(dd), 3.90(m), 3.85(m), 4.02(m), 4.52(d), 5.25(d)",,,,
L-Arabinose,5.25,,d,,"3.51(dd), 3.68(m), 3.82(dd), 3.90(m), 3.85(m), 4.02(m), 4.52(d), 5.25(d)",,,,
Lecithin,,UNASSIGNED,,,,,,,
Leucine,0.95,terminal-CH3,triplet = 2xd,1,"0.95(t), 1.71(m), 3.73(t) or 0.94(d), 0.96(d), 1.71(m), 3.73(t)",0,1,1,
Leucine,0.96,δCH3+ δ'CH3,triplet,,,,,,
Leucine,1.71,CH2 and gammaCH,multiplet,0.28,"0.95(t), 1.71(m), 3.73(t) or 0.94(d), 0.96(d), 1.71(m), 3.73(t)",0,1,1,
Leucine,1.72,βCH2 + γCH,multiplet,,,,,,
Leucine,2.04,CH2C=C,singlet broad,,,,,,
Leucine,3.73,alphaCH,triplet,0.26,"0.95(t), 1.71(m), 3.73(t) or 0.94(d), 0.96(d), 1.71(m), 3.73(t)",0,1,fd,
Leucine,3.73,αCH,dd?,,,,,,
L-fucose,1.21,,doublet,,"1.21(d), 1.25(d), 3.45(dd), 3.64(dd), 3.79(m), 3.88(dd), 4.20(q), 4.56(d), 5.21(d)",,,,
L-fucose,1.25,,doublet,,"1.21(d), 1.25(d), 3.45(dd), 3.64(dd), 3.79(m), 3.88(dd), 4.20(q), 4.56(d), 5.21(d)",,,,
L-fucose,3.45,,dd,,"1.21(d), 1.25(d), 3.45(dd), 3.64(dd), 3.79(m), 3.88(dd), 4.20(q), 4.56(d), 5.21(d)",,,,
L-fucose,3.64,,doublet of doublets,,"1.21(d), 1.25(d), 3.45(dd), 3.64(dd), 3.79(m), 3.88(dd), 4.20(q), 4.56(d), 5.21(d)",,,,
L-fucose,3.79,,multiplet,,"1.21(d), 1.25(d), 3.45(dd), 3.64(dd), 3.79(m), 3.88(dd), 4.20(q), 4.56(d), 5.21(d)",,,,
